Ten_mon,Anh,Video,URL,Nguyen_lieu,Cach_lam
Tôm xốt nụ bạch hoa,https://monngonmoingay.com/wp-content/smush-webp/2018/10/tom-xot-nu-bach-hoa-500.jpg.webp,https://www.youtube.com/watch?v=C32HOkdmTow,https://monngonmoingay.com/tom-xot-nu-bach-hoa/,"Tôm sú (size 50-60 con/kg) 300g.
Bột mì 100g.
Bôt xù 200g.
Trứng gà 2quả.
Nụ bạch hoa ngâm giấm 1M.
Sữa đặc có đường 1M.
Lá hẹ sẻ 50g.","🔹 Sơ chế:
- Hẹ cắt nhỏ.
- Trứng gà 1 quả luộc chín, băm nhỏ.
- Quả còn lại đánh tan.
- Băm nhỏ nụ bạch hoa.Tôm lột vỏ bỏ đầu chừa đuôi, lấy chỉ lưng rồi khứa bụng vuốt cho thẳng.
- Ướp tôm với 1m hạt nêm Aji-ngon® và hẹ.
- Băm nhỏ nụ bạch hoa.
- Tôm lột vỏ bỏ đầu chừa đuôi, lấy chỉ lưng rồi khứa bụng vuốt cho thẳng.

🔹 Thực hiện:
- Chiên tôm: Tẩm tôm lần lượt qua bột mì khô, nhúng qua trứng rồi lăn qua bột xù, để lạnh 30′.
- Cho tôm vào chảo dầu nóng, chiên tôm xấp dầu đến khi chín, vớt ra để ráo dầu.Pha xốt nụ bạch hoa: 4M xốt mayonnaise Aji-mayo®, 1M tương ớt, 1M sữa đặc, 2M trứng gà băm, 1/4m nước mắm, cho nụ bạch hoa vào trộn đều.
- Cho tôm vào chảo dầu nóng, chiên tôm xấp dầu đến khi chín, vớt ra để ráo dầu.
- Pha xốt nụ bạch hoa: 4M xốt mayonnaise Aji-mayo®, 1M tương ớt, 1M sữa đặc, 2M trứng gà băm, 1/4m nước mắm, cho nụ bạch hoa vào trộn đều.

🔹 Cách dùng:
- Xếp tôm chiên ra dĩa, dùng nóng, chấm với xốt nụ bạch hoa."
Bánh rau củ chiên,https://monngonmoingay.com/wp-content/smush-webp/2018/11/banh-rau-cu-chien.jpg.webp,https://www.youtube.com/watch?v=akZQ3SEB31Q,https://monngonmoingay.com/banh-rau-cu-chien/,"Nấm kim châm 30g.
Khoai tây 50g.
Cà rốt 30g.
Đậu hà lan 50g.
Hành boaro 20g.
Đậu hũ trắng 1/ 2miếng.
Mè trắng 1M.
Dầu ăn.","🔹 Sơ chế:
- Đậu hũ cắt miếng mỏng 0.5cm, chiên vàng, cắt sợi.Khoai tây, cà rốt bào sợi.
- Đậu hà lan cắt sợi.
- Nấm kim châm cắt đôi.
- Hành boaro cắt lát.
- Trộn tất cả với đậu hũ, nêm 1M hạt nêm Aji-ngon® Nấm hương và hạt sen.
- Đậu hũ cắt miếng mỏng 0.5cm, chiên vàng, cắt sợi.
- Khoai tây, cà rốt bào sợi.

🔹 Thực hiện:
- Aji-Quick® Bột Chiên Giòn pha nước theo tỉ lệ rồi trộn vào hỗn hợp rau củ cùng 1M mè trắng.Chiên bánh: đun nóng dầu, dùng vá múc rau củ cho vào chiên đến khi vàng giòn, vớt ra ráo dầu.Pha xốt chấm: 2M tương cà, 1m tương ớt, 1M Giấm gạo lên men Ajinomoto, 2M đường, 1m gừng băm, 1/2M dầu hào.
- Trộn đều cho tan gia vị.
- Aji-Quick® Bột Chiên Giòn pha nước theo tỉ lệ rồi trộn vào hỗn hợp rau củ cùng 1M mè trắng.
- Chiên bánh: đun nóng dầu, dùng vá múc rau củ cho vào chiên đến khi vàng giòn, vớt ra ráo dầu.
- Pha xốt chấm: 2M tương cà, 1m tương ớt, 1M Giấm gạo lên men Ajinomoto, 2M đường, 1m gừng băm, 1/2M dầu hào.

🔹 Cách dùng:
- Xếp bánh rau củ chiên ra dĩa, dùng kèm với xốt chấm."
Canh hào thanh mát,https://monngonmoingay.com/wp-content/smush-webp/2017/09/canh-hau-thanh-mat-500.jpg.webp,https://www.youtube.com/watch?v=_jD6BmdJxwA,https://monngonmoingay.com/canh-hao-thanh-mat/,"Hào sữa thịt 100g.
Củ cải trắng 100g.
Bí ngòi vàng 100g.
Cà rốt 100g.
Nấm kim châm 50g.
Gừng cắt lát mỏng đập dập 5lát.
Muối, đường, tiêu, ớt bột parika.","🔹 Sơ chế:
- Hào ướp với 1m hạt nêm Aji-ngon®, 1/2m ớt bột, để thấm.Củ cải trắng cắt miếng vuông dày 1cm.
- Bí ngòi vàng, cà rốt cắt đôi, rồi cắt lát 1cm.
- Hành lá cắt nhỏ.
- Hào ướp với 1m hạt nêm Aji-ngon®, 1/2m ớt bột, để thấm.
- Củ cải trắng cắt miếng vuông dày 1cm.

🔹 Thực hiện:
- Đun sôi 1.2 lít nước với 5 lát gừng, rồi cho củ cải trắng, cà rốt vào nấu chín, cho bí ngòi vào.
- Sau đó cho hàu sữa vànấm kim châmvào, nêm 1/2M hạt nêm Aji-ngon® , 1/2m muối, 1/2M bột ngọt AJI-NO-MOTO®, 1/3m đường, 1/2M nước mắm, nếm vị vừa ăn.
- Đun sôi lại, cuối cùng cho hành lá vào tắt lửa.

🔹 Cách dùng:
- Chocanhra tô, dùng nóng với cơm trắng."
Cá hố kho hành gừng,https://monngonmoingay.com/wp-content/smush-webp/2018/09/caho500.jpg.webp,https://www.youtube.com/watch?v=Auqty5hI3Hk,https://monngonmoingay.com/ca-ho-kho-hanh-gung/,"Cá hố cắt lát 350g.
Hành lá 2cây.
Gừng củ 1 củ vừa.
Ớt sừng 1trái.
Ớt hiểm 1trái.","🔹 Sơ chế:
- Hành lá: phần đầu hành băm nhỏ, phần lá cắt nhỏ.
- Gừng cắt sợi.
- Ớt sừng cắt khúc 2cm.
- Ớt hiểm đập dập.Ướp cá: Cá hố cắt khúc 4-5cm, ướp với 1/2m muối, 1/2m đường, 1m bột ngọt AJI-NO-MOTO®, 2M nước mắm, để thấm.
- Ớt hiểm đập dập.
- Ướp cá: Cá hố cắt khúc 4-5cm, ướp với 1/2m muối, 1/2m đường, 1m bột ngọt AJI-NO-MOTO®, 2M nước mắm, để thấm.

🔹 Thực hiện:
- Kho: dùng chảo không dính, đun nóng dầu ăn, cho cá vào chiên vàng 2 mặt, thêm vào 1 chén nước sôi, nêm 1M giấm gạo lên men của Ajinomoto, 1m đường, cho đầu hành băm, ớt sừng, ớt hiểm vào, kho lửa nhỏ đến khi nước cạn gần hết, cho thêm 1M tương ớt, 1/2m tiêu và gừng cắt sợi vào, kho thêm cho nước cạn sệt rồi tắt lửa.

🔹 Cách dùng:
- Cho cá hố kho ra dĩa cùng với xà lách, dưa leo, cà chua.
- Dùng nóng với cơm."
Canh bó xôi bò viên,https://monngonmoingay.com/wp-content/smush-webp/2017/10/canh-bo-xoi-bo-vien-500.jpg.webp,https://www.youtube.com/watch?v=oOHX1loqnsU,https://monngonmoingay.com/canh-bo-xoi-bo-vien/,"Rau bó xôi 300g.
Thịt bò bằm 100g.
Khoai lang, bào vỏ 1/ 2củ.
Hành tím 3củ.
Tỏi băm 1m.
Gừng, cạo vỏ 1 nhánh 3cm.
Bột mì 2M.
Kỷ tử 1M.
RAU NÊM Hành lá, ngò rí.
Dầu ăn, muối, tiêu, đường.","🔹 Sơ chế:
- Khoai lang cắt hạt lựu 1cm, luộc chín.
- Bó xôi cắt khúc 10cm.
- Gừng cắt sợi.
- Hành tím cắt lát.
- Hành ngò cắt nhỏ.
- Rửa sạch kỷ tử với nước.Thịt bò ướp với 1m tỏi băm, 1/2m tiêu, 1/2m đường, 1m bột ngọt AJI-NO-MOTO®, 1/2M nước tương “Phú Sĩ”, bột mì, quyết dẻo, vo viên với nhân khoai bên trong.
- Rửa sạch kỷ tử với nước.
- Thịt bò ướp với 1m tỏi băm, 1/2m tiêu, 1/2m đường, 1m bột ngọt AJI-NO-MOTO®, 1/2M nước tương “Phú Sĩ”, bột mì, quyết dẻo, vo viên với nhân khoai bên trong.

🔹 Thực hiện:
- Xào hành tím với dầu, thêm 1,5 lít nước, nêm 1m bột ngọt AJI-NO-MOTO®, 1m muối, 1M hạt nêm Aji-ngon®, thả viên bò vào nấu chín, thêm rau bó xôi vào nấu lửa lớn để rau chín nhanh, cho kỷ tử và khoai lang còn lại vào, cuối cùng thêm gừng.

🔹 Cách dùng:
- Múc canh ra tô rắc tiêu, hành ngò lên mặt.
- Dùng chung với cơm, nước tương ớt lát."
Pancake chocolate nhân kem dâu,https://monngonmoingay.com/wp-content/smush-webp/2018/07/pancake-chocolate-nhan-kem-dau-500-min.jpg.webp,https://www.youtube.com/watch?v=RCW-XD65300,https://monngonmoingay.com/pancake-chocolate-nhan-kem-dau/,"Kem tươi 150g.
Sữa đặc 80g.
Dâu tây 100g.
Trứng gà 2quả.
Trang trí húng lủi.","🔹 Sơ chế:
- Dâu tây cắt hạt lựu.
- Trứng gà lấy phần lòng đỏ.

🔹 Thực hiện:
- Làm nhân kem dâu: cho 100g kem tươi và 80g sữa đặc vào nồi nấu nhỏ lửa cho đến khi sôi.
- Tiếp tục cho 50g kem tươi còn lại cùng với 2 lòng đỏ trứng gà đánh tan vào nồi.
- Dùng phới đánh đều tay cho hỗn hợp không bị vón cục.
- Đợi hỗn hợp sôi trở lại, tắt bếp cho 1m nước cốt chanh và 1 ống vani vào, đợi nguội cho dâu tây vào trộn đều, bảo quản lạnh.Làm bánh: pha bột pancake với nước theo hướng dẫn trên bao bì.
- Cho chảo không dính lên bếp đun nóng, đặt chảo lên xấp khăn ướt cho chảo nguội bớt rồi chuyển lên bếp lại, giảm nhỏ lửa, dùng vá múc bột đổ vào giữa chảo, đổ bánh với đường kính khoảng 8cm, bánh nổi bọt bong bóng nhỏ, viền bánh se lại, thì dùng sạn nhựa lật mặt bánh, rán 30 giây cho bánh chín, lấy ra dĩa.
- Tiếp tục rán cho hết bột.
- Đợi hỗn hợp sôi trở lại, tắt bếp cho 1m nước cốt chanh và 1 ống vani vào, đợi nguội cho dâu tây vào trộn đều, bảo quản lạnh.
- Làm bánh: pha bột pancake với nước theo hướng dẫn trên bao bì.

🔹 Cách dùng:
- Xếp bánh pancake ra dĩa sau đó cho nhân kem dâu lên trên, tiếp tục xếp lớp bánh thứ 2, trang trí với dâu tây và lá húng lủi."
Sandwich cuộn thịt cua,https://monngonmoingay.com/wp-content/smush-webp/2018/09/sandwich-cuon-thit-cua-500-min.jpg.webp,https://www.youtube.com/watch?v=6ktZaCSs2lc,https://monngonmoingay.com/sandwich-cuon-thit-cua/,"Thịt cua 100g.
Nấm rơm 50g.
Hành tây 50g.
Ớt chuông vàng 50g.
Sandwich lạt 10miếng.
Tỏi băm 1M.
Tiêu, dầu ăn.
RAU NÊM thì là.","🔹 Sơ chế:
- Cua nhặt sạch xương.
- Sandwich cắt bỏ viền và cán mỏng.
- Thì là cắt nhỏ.Nấm rơm luộc chín.
- Nấm rơm, hành tây, ớt chuông vàng cắt hạt lựu nhỏ.
- Thì là cắt nhỏ.
- Nấm rơm luộc chín.

🔹 Thực hiện:
- Xào nhân cua: phi thơm tỏi băm, cho thịt cua vào xào, nêm 1/2m tiêu và thì là, đảo đều rồi cho lần lượt nấm rơm, hành tây, ớt chuông vào, nêm thêm 1m Hạt nêm Aji-ngon®, xào rau củ vừa chín thì tắt lửa.
- Chờ nhân nguội trộn với 2M xốt Mayonnaise Aji-Mayo®.Cuộn: cho sandwich cán mỏng ra dĩa, múc 1M nhân thịt cua cho lên phần đều sandwich rồi cuộn tròn lại, dùng xốt Mayonnaise Aji-Mayo® dán phần mép sandwich cho dính lại.Chiên: pha 1 gói Aji-Quick® Bột Chiên Giòn với 150ml nước, thêm vào 1M dầu ăn, khuấy đều.
- Đun nóng dầu, dùng đũa gắp cuộn sandwich nhúng vào hỗn hợp bột rồi cho vào chiên với lửa vừa, đảo cho cuộn sandwich chín vàng đều.
- Vớt ra giấy thấm dầu.
- Chờ nhân nguội trộn với 2M xốt Mayonnaise Aji-Mayo®.
- Cuộn: cho sandwich cán mỏng ra dĩa, múc 1M nhân thịt cua cho lên phần đều sandwich rồi cuộn tròn lại, dùng xốt Mayonnaise Aji-Mayo® dán phần mép sandwich cho dính lại.
- Chiên: pha 1 gói Aji-Quick® Bột Chiên Giòn với 150ml nước, thêm vào 1M dầu ăn, khuấy đều.

🔹 Cách dùng:
- Trình bày sandwich cuộn thịt cua ra dĩa với xà lách và cà chua bi, chấm với tương ớt."
Củ sen xào ngũ vị,https://monngonmoingay.com/wp-content/smush-webp/2018/01/cu-sen-xao-ngu-vi-500.jpg.webp,https://www.youtube.com/watch?v=j7hTXYNTd60,https://monngonmoingay.com/cu-sen-xao-ngu-vi/,"Chả chay 100g.
Củ sen tươi 300g.
Cà rốt 50g.
Ớt chuông vàng 50g.
Ớt chuông đỏ 50g.
Hành boaro nguyên cây 1cây.
Muối, tiêu, đường, ngũ vị hương, bột năng.","🔹 Sơ chế:
- Củ senbào vỏ, cắt lát mỏng 0.5cm, ngâm với nước có nước cốt chanh 5 phút.
- Sau đó, cho củ sen vào luộc 5 phút cho vừa chín tới, vớt ra ngâm vào thau nước đá lạnh, rồi vớt ra để ráo.Ớt chuông vàng, đỏ cắt vuông 3cm.
- Hành boaro cắt khúc 3cm, lá boa rô cắt nhỏ để riêng.
- Chả chay cắt miếng tam giác dày 0.5cm.
- Cà rốt tỉa hoa cắt lát dày 0.5cm, chần sơ qua nước sôi.
- Hòa tan bột năng với ít nước.
- Sau đó, cho củ sen vào luộc 5 phút cho vừa chín tới, vớt ra ngâm vào thau nước đá lạnh, rồi vớt ra để ráo.
- Ớt chuông vàng, đỏ cắt vuông 3cm.

🔹 Thực hiện:
- Pha xốt xào: Hòa tan 3M nước tương “Phú Sĩ” với 1m hạt nêm Aji-ngon® từ Nấm Hương và Hạt Sen, 1m bột ngọt AJI-NO-MOTO®, 1/3m muối, 1/4m ngũ vị hương, 2m đường và 5M nước.Phi thơm hành boaro, rồi cho ớt chuông vào xào nhanh, tiếp tục cho chả chay, củ sen và hỗn hợp xốt vào, xào nhanh với lửa lớn, đến khi rau củ chín tới, cho lá boaro vào, đảo đều, cuối cùng cho bột năng pha vào, trộn đều.
- Tắt lửa.
- Pha xốt xào: Hòa tan 3M nước tương “Phú Sĩ” với 1m hạt nêm Aji-ngon® từ Nấm Hương và Hạt Sen, 1m bột ngọt AJI-NO-MOTO®, 1/3m muối, 1/4m ngũ vị hương, 2m đường và 5M nước.
- Phi thơm hành boaro, rồi cho ớt chuông vào xào nhanh, tiếp tục cho chả chay, củ sen và hỗn hợp xốt vào, xào nhanh với lửa lớn, đến khi rau củ chín tới, cho lá boaro vào, đảo đều, cuối cùng cho bột năng pha vào, trộn đều.

🔹 Cách dùng:
- Trình bàymón ănra đĩa.
- Ăn kèm với cơm trắng."
Đậu hũ nhồi nấm bào ngư,https://monngonmoingay.com/wp-content/smush-webp/2018/08/dau-hu-nhoi-nam-bao-ngu-500-min.jpg.webp,https://www.youtube.com/watch?v=2NtLecc2wwk,https://monngonmoingay.com/dau-hu-nhoi-nam-bao-ngu/,"Đậu hũ chiên 2miếng.
Nấm bào ngư xám 50g.
Nấm mèo ngâm nở 30g.
Hành boaro 50g.
Bột năng 1/ 2M.
Gừng cắt sợi 10g.
Ớt sừng 1trái.
Đường, tiêu, dầu hào chay.","🔹 Sơ chế:
- Đậu hũ cắt 1 bên đầu, dùng muỗng lấy 1 phần ruột đậu hũ ra, giữ lại phần ruột này, dằm nhỏ ra.Nấm mèo cắt sợi.
- Nấm bào ngư cắt hạt lựu.
- Hành boaro cắt lát mỏng.Pha xốt gia vị: 1/4m bột ngọt AJI-NO-MOTO®, 1/4m hạt nêm Aji-ngon®, 1/2m ngũ vị hương, 1M đường, 1M dầu hào chay, 3M nước tương Phú sĩ, 1 chén nước, ít tiêu.
- Đậu hũ cắt 1 bên đầu, dùng muỗng lấy 1 phần ruột đậu hũ ra, giữ lại phần ruột này, dằm nhỏ ra.
- Nấm mèo cắt sợi.
- Hành boaro cắt lát mỏng.
- Pha xốt gia vị: 1/4m bột ngọt AJI-NO-MOTO®, 1/4m hạt nêm Aji-ngon®, 1/2m ngũ vị hương, 1M đường, 1M dầu hào chay, 3M nước tương Phú sĩ, 1 chén nước, ít tiêu.

🔹 Thực hiện:
- Xào nhân: Phi thơm 1m hành boaro với 1M dầu ăn, cho nấm bào ngư và nấm mèo vào xào, nêm 1/4m hạt tiêu, 1/4m hạt nêm Aji-ngon®, đảo đều rồi tắt lửa, cho phần ruột đậu hũ vào, trộn đều.Hấp: Nhồi phần nhân nấm này vào ruột miếng đậu hũ.
- Xếp đậu hũ vào dĩa, cho vào nồi hấp khoảng 10 phút.Làm xốt gừng: Phi thơm phần hành boaro còn lại với 2M dầu ăn, cho gừng và phần xốt gia vị đã pha vào, nấu sôi, thêm nước bột năng cho xốt hơi sệt lại.
- Xào nhân: Phi thơm 1m hành boaro với 1M dầu ăn, cho nấm bào ngư và nấm mèo vào xào, nêm 1/4m hạt tiêu, 1/4m hạt nêm Aji-ngon®, đảo đều rồi tắt lửa, cho phần ruột đậu hũ vào, trộn đều.
- Hấp: Nhồi phần nhân nấm này vào ruột miếng đậu hũ.
- Xếp đậu hũ vào dĩa, cho vào nồi hấp khoảng 10 phút.
- Làm xốt gừng: Phi thơm phần hành boaro còn lại với 2M dầu ăn, cho gừng và phần xốt gia vị đã pha vào, nấu sôi, thêm nước bột năng cho xốt hơi sệt lại.

🔹 Cách dùng:
- Cho đậu hũ hấp ra dĩa, chan xốt gừng lên trên, dùng nóng với cơm."
Sườn BBQ,https://monngonmoingay.com/wp-content/smush-webp/2017/07/suong-bbq-500.jpg.webp,https://www.youtube.com/watch?v=NxaDu-OdkVs,https://monngonmoingay.com/suon-bbq/,"Sườn non 4cây.
Hành tây xay 1/ 4củ.
Táo xay 1/ 2quả.
Tỏi xay 1M.
Sữa đặc 4M.
Bắp vàng ( Mỹ ) 1trái.
Muối, tiêu đen giã bể, tương cà, tương ớt, bơ lạt.","🔹 Sơ chế:
- Sườn non rửa sạch chặt thanh dài 15cm, tỉa gọn.Ướp sườn với hành tây, táo xay, 1m giấm gạo lên men của Ajinomoto, 1m hạt nêm Aji-ngon®, 1m tiêu đen trong 45 phút.Bắp vàng cắt khoanh 2cm xốc với 1/2m muối.
- Sườn non rửa sạch chặt thanh dài 15cm, tỉa gọn.
- Ướp sườn với hành tây, táo xay, 1m giấm gạo lên men của Ajinomoto, 1m hạt nêm Aji-ngon®, 1m tiêu đen trong 45 phút.
- Bắp vàng cắt khoanh 2cm xốc với 1/2m muối.

🔹 Thực hiện:
- Làm xốt BBQ: xay nhuyễn hỗn hợp gồm 1 chén tương cà, 1/2 chén tương ớt, 1M tỏi xay, 4M sữa đặc, 1M nước tương “Phú Sĩ”, 1m hạt nêm Aji-ngon®, sau đó đem xay hỗn hợp.Vừa nướng vừa phết xốt BBQ lên sườn trên lửa than hoặc lò điện 180oC trong 25 phút đến khi chín.
- Cho bắp vào nướng chung với sườn, phết bơ lên trên khi hoàn tất.
- Làm xốt BBQ: xay nhuyễn hỗn hợp gồm 1 chén tương cà, 1/2 chén tương ớt, 1M tỏi xay, 4M sữa đặc, 1M nước tương “Phú Sĩ”, 1m hạt nêm Aji-ngon®, sau đó đem xay hỗn hợp.
- Vừa nướng vừa phết xốt BBQ lên sườn trên lửa than hoặc lò điện 180oC trong 25 phút đến khi chín.

🔹 Cách dùng:
- Dùng nóng với xôi, bắp nướng, salad hoặc kim chi, đồ chua."
Trứng chiên đậu hủ thịt cua,https://monngonmoingay.com/wp-content/smush-webp/2018/06/trung-chien-dau-hu-thiet-cua-500-min.jpg.webp,https://www.youtube.com/watch?v=1f1teCS70h4,https://monngonmoingay.com/trung-chien-dau-hu-thit-cua/,"Trứng gà ta 6quả.
Thịt cua 50g.
Đậu hũ trắng 100g.
Cà chua bi 1quả.
Hành tím 2củ.
Hành lá.
Dầu ăn, đường, tiêu.","🔹 Sơ chế:
- Hành tím cắt lát.
- Hành lá cắt nhỏ.Thịt cualoại bỏ phần xương.Đậu hũ cắt 2 miếng nhỏ hình chữ nhật 2×3 cm và dày khoảng 0.5 cm, còn lại cắt hạt lựu.Cà chua bi cắt lát tròn.Hành lá cắt nhỏ.
- Hành lá cắt nhỏ.Thịt cualoại bỏ phần xương.
- Đậu hũ cắt 2 miếng nhỏ hình chữ nhật 2×3 cm và dày khoảng 0.5 cm, còn lại cắt hạt lựu.
- Cà chua bi cắt lát tròn.
- Hành lá cắt nhỏ.

🔹 Thực hiện:
- Đập trứng ra tô, nêm 1/2m bột canh Ajinomoto, 1/3m đường, 1 ít tiêu vào khuấy cho tan đều rồi cho hành lá và đậu hũ vào.Phi thơm hành tím cắt lát, cho phần thịt cua vào xào thơm, 1 ít tiêu, trút ra dĩa.Cho tiếp 2M dầu ăn vào chảo, đun nóng rồi đổ tô trứng đậu hũ vào, đợi trứng se mặt lại, xếp thịt cua vào giữa, xếp 2 miếng đậu hũ phía dưới, cho 2 lát cà chua bi phía trên rồi đậy nắp lại, để lửa nhỏ cho đến khi chín lấy ra.
- (Tạo hình mặt con thỏ với cà chua làm mắt, thịt cua làm mũi và đậu hũ làm răng thỏ).
- Đập trứng ra tô, nêm 1/2m bột canh Ajinomoto, 1/3m đường, 1 ít tiêu vào khuấy cho tan đều rồi cho hành lá và đậu hũ vào.
- Phi thơm hành tím cắt lát, cho phần thịt cua vào xào thơm, 1 ít tiêu, trút ra dĩa.
- Cho tiếp 2M dầu ăn vào chảo, đun nóng rồi đổ tô trứng đậu hũ vào, đợi trứng se mặt lại, xếp thịt cua vào giữa, xếp 2 miếng đậu hũ phía dưới, cho 2 lát cà chua bi phía trên rồi đậy nắp lại, để lửa nhỏ cho đến khi chín lấy ra.

🔹 Cách dùng:
- Cho trứng ra dĩa, trang trí với xốt Mayonnaise Aji-mayo® nắp kép mới vẽ tạo thành hình mặt thỏ."
Salad mì Udon cá hồi,https://monngonmoingay.com/wp-content/smush-webp/2018/01/salad-mi-udon-ca-hoi-500.jpg.webp,https://www.youtube.com/watch?v=SIUS2dQM7xU,https://monngonmoingay.com/salad-mi-udon-ca-hoi/,"Mì udon tươi 100g.
Xá lách cuộn ( Mỹ ) 150g.
Cà chua 1quả.
Cá hồi phile 150g.
Bắp mỹ 1/ 4trái.
Hành tây tím 1/ 4củ.
Rau húng lũi.
Mật ong, dầu mè, rượu trắng.
Đường, mù tạt vàng, mè rang, muối.","🔹 Sơ chế:
- Mì udonchần qua nước sôi.
- Cá hồi phi lê cắt thành 5 lát.Xà lách cắt miếng nhỏ.
- Cà chua bỏ hạt, cắt hạt lựu.Bắp mỹ: luộc chín, tách lấy hạt.
- Hành tây cắt lát mỏng chiều ngang, ngâm nước đá cho giòn, để ráo Mì udonchần qua nước sôi.
- Cá hồi phi lê cắt thành 5 lát.
- Xà lách cắt miếng nhỏ.
- Cà chua bỏ hạt, cắt hạt lựu.
- Bắp mỹ: luộc chín, tách lấy hạt.
- Hành tây cắt lát mỏng chiều ngang, ngâm nước đá cho giòn, để ráo

🔹 Thực hiện:
- Làm xốt mè: cho vào chén 1 ít muối, 1/4m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1m nước tương “Phú Sĩ”, 1m rượu trắng, 1m mật ong, 1.5m mù tạt vàng, 2m giấm gạo lên men của Ajinomoto, khuấy cho các gia vị này tan đều, rồi cho tiếp 1m dầu mè, 1M xốt Mayonnaise Aji- Mayo®, 1M mè rang vào trộn đều.Áp chảo cá hồi cho vừa chín, rắc lên 1/4m muối, 1/4m tiêu.
- Làm xốt mè: cho vào chén 1 ít muối, 1/4m bột ngọt AJI-NO-MOTO®, 1/2m đường, 1m nước tương “Phú Sĩ”, 1m rượu trắng, 1m mật ong, 1.5m mù tạt vàng, 2m giấm gạo lên men của Ajinomoto, khuấy cho các gia vị này tan đều, rồi cho tiếp 1m dầu mè, 1M xốt Mayonnaise Aji- Mayo®, 1M mè rang vào trộn đều.
- Áp chảo cá hồi cho vừa chín, rắc lên 1/4m muối, 1/4m tiêu.

🔹 Cách dùng:
- Xếp các loại rau củ lên dĩa, thêm mì udon & cá hồi lên trên, khi ăn rưới xốt mè lên trên."
Gỏi bưởi cá hồi,https://monngonmoingay.com/wp-content/smush-webp/2018/09/goi-buoi-ca-hoi-500-min.jpg.webp,https://www.youtube.com/watch?v=O05iKcywR-g,https://monngonmoingay.com/goi-buoi-ca-hoi/,"Cá hồi xông khói cắt lát 200g.
Bưởi da xanh 100g.
Rau bó xôi non 200g.
Khoai tây 1củ.
Sữa chua có đường 1hũ.
Mù tạt vàng 1m.
Nước cốt chanh 1M.
Xà lách frise, xà lách radicchio.","🔹 Sơ chế:
- Cá hồi xông khói cắt lát.
- Bưởi tách lấy múi.Khoai tây cắt sợi, ngâm nước.
- Rau bó xôi lấy lá non, rửa sạch, để ráo.
- Bưởi tách lấy múi.
- Khoai tây cắt sợi, ngâm nước.

🔹 Thực hiện:
- Cho khoai tây ra rổ cho ráo nước.
- Đun nóng dầu ăn, cho khoai tây vào chiên vàng giòn.Xay xốt salad: cho 1m mù tạc, 1m đường, 1M nước cốt chanh, 4M dầu oliu, 4M xốt Mayonnaise Aji-Mayo®, 1 hũ sữa chua, xay lên rồi cho ra chén.Trộn bưởi, rau bó xôi với xốt salad.
- Đun nóng dầu ăn, cho khoai tây vào chiên vàng giòn.
- Xay xốt salad: cho 1m mù tạc, 1m đường, 1M nước cốt chanh, 4M dầu oliu, 4M xốt Mayonnaise Aji-Mayo®, 1 hũ sữa chua, xay lên rồi cho ra chén.
- Trộn bưởi, rau bó xôi với xốt salad.

🔹 Cách dùng:
- Xếp cá hồi xông khói lên dĩa, cho bưởi đã trộn lên trên, thêm khoai tây chiên giòn xung quanh.
- Trang trí với xà lách frise và xá lách radicchio.
- Rưới xốt salad trên trên, trước khi ăn trộn đều."
